"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/30/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"8/30/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.76","debit","HCA Cafe","Checking","",""
"8/29/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"8/29/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"8/28/2018","Whole Foods","POS PURCH - WHOLEFDS GHL 102 5411 TN NASHVILLE WHOLEFDS GHL 102 40US","12.66","debit","Groceries","Checking","",""
"8/28/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.18","debit","HCA Cafe","Checking","",""
"8/27/2018","Tst Pinewood So","POS PURCH - TST* PINEWOOD SO 5812 TN NASHVILLE TST* PINEWOOD SOCIAUS","8.99","debit","Restaurants","Checking","",""
"8/26/2018","H&M","POS PURCH - H&M0330 5651 TN NASHVILLE H&M0330 US","18.55","debit","Clothing","Checking","",""
"8/25/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"8/23/2018","BP","POS PURCH - BP#8773046MAPCO 5542 TN NASHVILLE 7101 MEMPHIS BRISTOUS","44.48","debit","Gas & Fuel","Checking","",""
"8/23/2018","Belle Meade Clea","POS PURCH - BELLE MEADE CLEA 7216 TN NASHVILLE BELLE MEADE CLEANERUS","14.69","debit","Laundry","Checking","",""
"8/22/2018","Total Interest For","TOTAL INTEREST FOR THIS PERIOD","0.00","credit","Finance Charge","CreditCard ","",""
"8/22/2018","Total Fees For","TOTAL FEES FOR THIS PERIOD","0.00","credit","Bank Fee","CreditCard ","",""
"8/22/2018","Little Cancu Tn","POS PURCH - SQ *LITTLE CANCU 5814 TN NASHVILLE SQ *LITTLE CANCUN OUS","9.00","debit","Fast Food","Checking","",""
"8/22/2018","Five Points Pizza","POS PURCH - FIVE POINTS PIZZ 5812 TN NASHVILLE FIVE POINTS PIZZA US","4.92","debit","Fast Food","Checking","",""
"8/22/2018","Two Ten Jack","POS PURCH - Two Ten Jack - N 5812 TN Nashville Two Ten Jack - NashUS","63.24","debit","Restaurants","Checking","",""
"8/22/2018","The Picnic Inc","POS PURCH - THE PICNIC INC 5812 TN NASHVILLE THE PICNIC INC US","20.65","debit","Coffee Shops","Checking","",""
"8/22/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","8.37","debit","HCA Cafe","Checking","",""
"8/21/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"8/21/2018","Heads Up Salon","POS PURCH - HEADS UP SALON-G 7230 TN NASHVILLE HEADS UP SALON-GREEUS","25.00","debit","Personal Care","Checking","",""
"8/21/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.86","debit","HCA Cafe","Checking","",""
"8/19/2018","Bellevue Tn Bellevue","POS PURCH - BELLEVUE 12 7832 TN NASHVILLE BELLEVUE 12 US","14.84","debit","Fast Food","Checking","",""
"8/19/2018","Vioc Tn Us 5512 Nolensville Road","POS PURCH - VIOC 040046 7538 TN NASHVILLE 5512 NOLENSVILLE RDUS","78.64","debit","Gas & Fuel","Checking","",""
"8/19/2018","REI","POS PURCH - REI #64 BRENTWOO 5941 TN BRENTWOOD 261 FRANKLIN RD US","31.60","debit","Sporting Goods","Checking","",""
"8/18/2018","Best Buy","POS PURCH - BEST BUY 00 6012 TN NASHVILLE 6810 CHARLOTTE PIKEUS","32.77","debit","Electronics & Software","Checking","",""
"8/18/2018","Target","POS PURCH - TARGET T-2240 5411 TN Nashville 6814 Charlotte PikeUS","44.76","debit","Shopping","Checking","",""
"8/17/2018","Smoothie King","POS PURCH - SMOOTHIE KING - 5814 TN NASHVILLE SMOOTHIE KING - 144US","11.68","debit","Food & Dining","Checking","",""
"8/16/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"8/16/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.87","debit","HCA Cafe","Checking","",""
"8/16/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"8/16/2018","Points Pizza Tn","POS PURCH - 5 POINTS PIZZA 5812 TN NASHVILLE 5 POINTS PIZZA US","7.10","debit","Restaurants","Checking","",""
"8/16/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.67","debit","HCA Cafe","Checking","",""
"8/15/2018","Trans Select Rwds","ACH TRANS - SELECT RWDS PYMT;081518;PAYMENT","88.45","debit","Credit Card Payments","Checking","",""
"8/15/2018","Bobbies Dairy Dip","POS PURCH - BOBBIE'S DAIRY D 5814 TN NASHVILLE BOBBIE'S DAIRY DIP US","11.00","debit","Fast Food","Checking","",""
"8/14/2018","Sprouts Farmers Tn","POS PURCH - SPROUTS FARMERS 5411 TN NASHVILLE 7620 HIGHWAY 70 S US","86.89","debit","Groceries","Checking","",""
"8/14/2018","Southwest Airlines","POS PURCH - SOUTHWES 5261 3066 TX 800-435-9792 SOUTHWES 5261477US","487.10","debit","Air Travel","Checking","",""
"8/14/2018","F Kj Chgdda","F560500KJ00CHGDDA AUTOMATIC PAYMENT - THANK YOU","88.45","credit","Credit Card Payment","CreditCard ","",""
"8/14/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.42","debit","HCA Cafe","Checking","",""
"8/14/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","2.82","debit","HCA Cafe","Checking","",""
"8/14/2018","Porta Via LLC","POS PURCH - PORTA VIA 5812 TN NASHVILLE PORTA VIA US","14.02","debit","Restaurants","Checking","",""
"8/12/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","27.30","debit","Dating","Checking","",""
"8/11/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","38.23","debit","Dating","Checking","",""
"8/10/2018","Tiger Market","POS PURCH - TIGERMARKET #229 5542 TN NASHVILLE 7070 US HIGHWAY 70 US","67.55","debit","Gas & Fuel","Checking","",""
"8/10/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","3.80","debit","HCA Cafe","Checking","",""
"8/10/2018","German Town Pub","POS PURCH - GERMAN TOWN PUB 5813 TN NASHVILLE GERMAN TOWN PUB US","18.29","debit","Alcohol & Bars","Checking","",""
"8/10/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"8/09/2018","Kroger","POS PURCH - KROGER #502 5411 TN NASHVILLE 800 MONROE ST. US","7.06","debit","Groceries","Checking","",""
"8/09/2018","Belcourt Theatre Tn","POS PURCH - BELCOURT THEATRE 7922 TN NASHVILLE BELCOURT THEATRE INUS","10.50","debit","Movies & DVDs","Checking","",""
"8/09/2018","Belcourt Theatre Tn","POS PURCH - BELCOURT THEATRE 7922 TN NASHVILLE BELCOURT THEATRE INUS","4.00","debit","Movies & DVDs","Checking","",""
"8/09/2018","Hopdoddy Nashvil Tn","POS PURCH - HOPDODDY NASHVIL 5812 TN NASHVILLE HOPDODDY NASHVILLE US","9.79","debit","Restaurants","Checking","",""
"8/09/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.10","debit","HCA Cafe","Checking","",""
"8/09/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.20","debit","HCA Cafe","Checking","",""
"8/08/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","1.41","debit","HCA Cafe","Checking","",""
"8/08/2018","Tst Pastaria Louis 5812 Mo Street","POS PURCH - TST* PASTARIA - 5812 MO ST. LOUIS TST* PASTARIA - NASUS","3.00","debit","Restaurants","Checking","",""
"8/08/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","3.80","debit","HCA Cafe","Checking","",""
"8/08/2018","Dep Cash Ca","DEP CASH - CA LOS ANGELES TOMS.COM USD US","60.04","credit","Income","Checking","",""
"8/07/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.10","debit","HCA Cafe","Checking","",""
"8/07/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","8.12","debit","HCA Cafe","Checking","",""
"8/07/2018","Lehman's","ACH TRANS - JEREMY LEHMAN ;080718;FEE $00.75","900.75","debit","Mortgage & Rent","Checking","",""
"8/07/2018","Acme Feed Seed","POS PURCH - ACME FEED & SEED 5812 TN NASHVILLE ACME FEED & SEED US","2.69","debit","Pet Food & Supplies","Checking","",""
"8/05/2018","Premier Parking","POS PURCH - PREMIER PARKING 7523 TN NASHVILLE PREMIER PARKING -51US","43.00","debit","Parking","Checking","",""
"8/04/2018","Shell","SHELL OIL 12423064000 SMYRNA TN","33.40","debit","Gas & Fuel","CreditCard ","",""
"8/04/2018","Tiger Market","POS PURCH - TIGERMARKET #228 5541 TN NASHVILLE 3815 HILLSBORO RD US","21.37","debit","Gas & Fuel","Checking","",""
"8/04/2018","Spotify","POS PURCH - Spotify USA 4899 NY 646-8375380 Spotify USA US","10.91","debit","Music","Checking","Subscription",""
"8/03/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","7.99","debit","HCA Cafe","Checking","",""
"8/03/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.97","debit","HCA Cafe","Checking","",""
"8/02/2018","Trans Usaa P","ACH TRANS - USAA P&C EXT ;080218;AUTOPAY","54.21","debit","Auto Insurance","Checking","",""
"8/02/2018","Trans Select Rwds","ACH TRANS - SELECT RWDS PYMT;080218;PAYMENT","301.19","debit","Credit Card Payments","Checking","",""
"8/02/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.98","debit","HCA Cafe","Checking","",""
"8/02/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","7.64","debit","HCA Cafe","Checking","",""
"8/01/2018","Trans Robinhood Crfn","ACH TRANS - ROBINHOOD (CRFN);080118;ACH","300.00","debit","Stock Investments","Checking","",""
"8/01/2018","Trans Robinhood Crfn","ACH TRANS - ROBINHOOD (CRFN);080118;ACH","0.15","debit","Stock Investments","Checking","",""
"8/01/2018","Trans Robinhood Crfn","ACH TRANS - ROBINHOOD (CRFN);080118;ACH","0.17","debit","Stock Investments","Checking","",""
"8/01/2018","F K Chgdda","F560500K500CHGDDA AUTOMATIC PAYMENT - THANK YOU","301.19","credit","Credit Card Payment","CreditCard ","",""
"8/01/2018","Aiyara Tn Aiyara","POS PURCH - THE AIYARA 5812 TN NASHVILLE THE AIYARA US","17.98","debit","Restaurants","Checking","",""
"8/01/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","2.82","debit","HCA Cafe","Checking","",""
"7/31/2018","Trans Robinhood Crfn","ACH TRANS - ROBINHOOD (CRFN);073118;ACH","0.44","debit","Stock Investments","Checking","",""
"7/31/2018","Trans Robinhood Crfn","ACH TRANS - ROBINHOOD (CRFN);073118;ACH","0.16","debit","Stock Investments","Checking","",""
"7/31/2018","Dividend","DIVIDEND","8.37","credit","Investments","Savings","",""
"7/31/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","8.88","debit","HCA Cafe","Checking","",""
"7/31/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Coffee Shops","Checking","",""
"7/31/2018","Dividend","DIVIDEND","5.23","credit","Dividend & Cap Gains","XXXX4151","",""
"7/31/2018","Dividend","DIVIDEND","5.12","credit","Dividend & Cap Gains","1804171","",""
"7/31/2018","Dividend","DIVIDEND","18.51","credit","Dividend & Cap Gains","Investment","",""
"7/30/2018","Trans Hca Corporate","ACH TRANS - HCA Corporate ;073118;PR PAYMENT","3406.48","credit","Paycheck","Checking","",""
"7/30/2018","Trans Robinhood Crfn","ACH TRANS - ROBINHOOD (CRFN);073118;ACH","0.15","credit","Transfer","Checking","",""
"7/30/2018","Sam Harris Media","POS PURCH - SAM HARRIS MEDIA 5815 CA 650-434-2726 SAM HARRIS MEDIA IUS","3.00","debit","Podcast","Checking","Subscription",""
"7/30/2018","Trans Robinhood Crfn","ACH TRANS - ROBINHOOD (CRFN);073118;ACH","0.17","credit","Transfer","Checking","",""
"7/30/2018","Kroger","POS PURCH - KROGER #843 5411 TN NASHVILLE 4560 HARDING RD. US","28.71","debit","Groceries","Checking","",""
"7/30/2018","Yourcause Tx Https","POS PURCH - YOURCAUSE 8398 TX HTTPS://NPO.Y YOURCAUSE US","300.00","debit","Charity","Checking","",""
"7/29/2018","Paradise Biryani Tn","POS PURCH - PARADISE BIRYANI 5812 TN FRANKLIN PARADISE BIRYANI POUS","13.09","debit","Restaurants","Checking","",""
"7/29/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","38.23","debit","Dating","Checking","",""
"7/29/2018","Transfer from Savings","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","400.00","credit","Paycheck","Checking","",""
"7/29/2018","Levys Tn Levys","POS PURCH - LEVYS 5691 TN NASHVILLE LEVYS US","32.78","debit","Restaurants","Checking","",""
"7/29/2018","Levys Tn Levys","POS PURCH - LEVYS 5691 TN NASHVILLE LEVYS US","26.00","debit","Restaurants","Checking","",""
"7/29/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"7/29/2018","Transfer to Checking","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","400.00","debit","Paycheck","Savings","",""
"7/28/2018","Shell","SHELL OIL 91002688256 BRENTWOOD TN","55.05","debit","Gas & Fuel","CreditCard ","",""
"7/28/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","7.17","debit","HCA Cafe","Checking","",""
"7/28/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"7/27/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","7.07","debit","HCA Cafe","Checking","",""
"7/27/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","3.27","debit","HCA Cafe","Checking","",""
"7/26/2018","Trans Robinhood Crfn","ACH TRANS - ROBINHOOD (CRFN);072718;ACH","0.44","credit","Transfer","Checking","",""
"7/26/2018","Trans Robinhood Crfn","ACH TRANS - ROBINHOOD (CRFN);072718;ACH","0.16","credit","Transfer","Checking","",""
"7/26/2018","Eio Hi Tn","POS PURCH - SQ *EIO & THE HI 5812 TN NASHVILLE SQ *EIO & THE HIVE US","15.27","debit","Restaurants","Checking","",""
"7/26/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","3.24","debit","HCA Cafe","Checking","",""
"7/25/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","8.48","debit","HCA Cafe","Checking","",""
"7/25/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","7.48","debit","HCA Cafe","Checking","",""
"7/24/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","20.79","debit","Books & Supplies","Checking","",""
"7/24/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.58","debit","HCA Cafe","Checking","",""
"7/22/2018","Total Interest For","TOTAL INTEREST FOR THIS PERIOD","0.00","credit","Finance Charge","CreditCard ","",""
"7/22/2018","Total Fees For","TOTAL FEES FOR THIS PERIOD","0.00","credit","Bank Fee","CreditCard ","",""
"7/22/2018","Transfer from Savings","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","400.00","credit","Paycheck","Checking","",""
"7/22/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","38.23","debit","Dating","Checking","",""
"7/22/2018","Transfer to Checking","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","400.00","debit","Paycheck","Savings","",""
"7/21/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","3.58","debit","HCA Cafe","Checking","",""
"7/21/2018","Toms.com Usd Ca","POS PURCH - TOMS.COM USD 5661 CA 800-975-8667 TOMS.COM USD US","66.58","debit","Clothing","Checking","",""
"7/21/2018","Hop Yard Tn","POS PURCH - THE HOP YARD 5812 TN NASHVILLE THE HOP YARD US","15.11","debit","Alcohol & Bars","Checking","",""
"7/21/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.54","debit","HCA Cafe","Checking","",""
"7/20/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"7/19/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","38.23","debit","Dating","Checking","",""
"7/18/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.89","debit","HCA Cafe","Checking","",""
"7/18/2018","Don Miguel J","POS PURCH - SQ *DON MIGUEL J 5814 TN NASHVILLE SQ *DON MIGUEL JUICUS","18.39","debit","Fast Food","Checking","",""
"7/18/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","2.82","debit","HCA Cafe","Checking","",""
"7/17/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.98","debit","HCA Cafe","Checking","",""
"7/16/2018","Capital Bike Sha","POS PURCH - CAPITAL BIKE SHA 4789 DC 877-430-2453 CAPITAL BIKE SHARE US","8.00","debit","Public Transportation","Checking","",""
"7/16/2018","Bar Pilar","POS PURCH - Bar Pilar 5812 DC Washington Bar Pilar US","34.33","debit","Restaurants","Checking","",""
"7/15/2018","Capital Bike Sha","POS PURCH - CAPITAL BIKE SHA 4789 DC 877-430-2453 CAPITAL BIKE SHARE US","8.00","debit","Public Transportation","Checking","",""
"7/15/2018","Barcelona 14th Dc","POS PURCH - BARCELONA - 14TH 5812 DC WASHINGTON BARCELONA - 14TH STUS","141.00","debit","Restaurants","Checking","",""
"7/14/2018","Inmotion Bna Tn","POS PURCH - INMOTION BNA-1 5399 TN NASHVILLE INMOTION BNA-1 US","19.65","debit","Air Travel","Checking","",""
"7/13/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"7/13/2018","Transfer from Savings","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","400.00","credit","Paycheck","Checking","",""
"7/13/2018","Butchertown Hall Tn","POS PURCH - BUTCHERTOWN HALL 5812 TN NASHVILLE BUTCHERTOWN HALL US","58.07","debit","Restaurants","Checking","",""
"7/13/2018","Transfer from Savings","TRANSFER - OVERDRAFT TRANSFER FROM SHARE 01","10.00","credit","Transfer","Checking","",""
"7/13/2018","Transfer from Savings","TRANSFER - OVERDRAFT TRANSFER FROM SHARE 01","33.00","credit","Transfer","Checking","",""
"7/13/2018","Wright Airport B 1 Terminal Drive","POS PURCH - WRIGHT AIRPORT B 8999 TN NASHVILLE 1 TERMINAL DR US","17.00","debit","Fast Food","Checking","",""
"7/13/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","38.23","debit","Dating","Checking","",""
"7/13/2018","Red Bicycle Tn","POS PURCH - SQ *RED BICYCLE 5812 TN NASHVILLE SQ *RED BICYCLE GERUS","12.37","debit","Restaurants","Checking","",""
"7/13/2018","Transfer to Checking","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","400.00","debit","Paycheck","Savings","",""
"7/13/2018","Transfer to Checking","TRANSFER - OVERDRAFT TRANSFER TO SHARE 75","10.00","debit","Transfer","Savings","",""
"7/13/2018","Transfer to Checking","TRANSFER - OVERDRAFT TRANSFER TO SHARE 75","33.00","debit","Transfer","Savings","",""
"7/12/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","27.30","debit","Dating","Checking","",""
"7/12/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","9.03","debit","HCA Cafe","Checking","",""
"7/11/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","2.17","debit","Dating","Checking","",""
"7/11/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.85","debit","HCA Cafe","Checking","",""
"7/10/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","7.18","debit","HCA Cafe","Checking","",""
"7/10/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","10.23","debit","Fast Food","Checking","",""
"7/10/2018","Exxon","EXXONMOBIL 47882469 NASHVILLE TN","71.42","debit","Gas & Fuel","CreditCard ","",""
"7/08/2018","Tn Hill Ce","POS PURCH - 11901-TN HILL CE 5691 TN NASHVILLE 4015 HILLSBORO PIKEUS","139.84","debit","Clothing","Checking","",""
"7/08/2018","Home Depot","POS PURCH - THE HOME DEPOT # 5200 TN NASHVILLE 2535 POWELL AVE US","73.07","debit","Home Improvement","Checking","",""
"7/08/2018","Fox's Donut Den","POS PURCH - SQ *FOX'S DONUT 5812 TN NASHVILLE SQ *FOX'S DONUT DENUS","7.58","debit","Restaurants","Checking","",""
"7/08/2018","Macy's","POS PURCH - MACY'S 797 5311 TN NASHVILLE 3813 HILLSBORO US","32.78","debit","Clothing","Checking","",""
"7/08/2018","Kroger","POS PURCH - KROGER #511 5411 TN NASHVILLE 2615 FRANKLIN RD. US","34.33","debit","Groceries","Checking","",""
"7/07/2018","Tst Pinewood So","POS PURCH - TST* PINEWOOD SO 5812 TN NASHVILLE TST* PINEWOOD SOCIAUS","21.50","debit","Restaurants","Checking","",""
